id,summary1_bertscore,summary1_sof,summary2_W_feedback_bertscore,summary2_W_feedback_sof,summary3_W_feedback_bertscore,summary3_W_feedback_sof,summary4_W_feedback_bertscore,summary4_W_feedback_sof,summary5_W_feedback_bertscore,summary5_W_feedback_sof,summary2_WO_feedback_bertscore,summary2_WO_feedback_sof,summary3_WO_feedback_bertscore,summary3_WO_feedback_sof,summary4_WO_feedback_bertscore,summary4_WO_feedback_sof,summary5_WO_feedback_bertscore,summary5_WO_feedback_sof
3,0.5483291745185852,0.38778565080116606,0.538156787554423,0.3805659096156209,0.5429147084554037,0.38392455795930436,0.5266413887341818,0.3724136218875116,0.542699952920278,0.3837543967204613,0.5473731756210327,0.3871079295626051,0.5478683511416117,0.3874639518361587,0.548524816830953,0.3879240970948578,0.5459989110628763,0.38613445917769984
4,0.5479558904965719,0.38746805670698,0.5168414314587911,0.3654633097903909,0.5154420932133993,0.3644725998968025,0.5335840185483297,0.3773791555578893,0.5164820551872253,0.36521056911389466,0.5492789546648661,0.38840113262626974,0.5471049547195435,0.3868633663513261,0.5478537877400717,0.3873983957747751,0.5472026864687601,0.3869339583511949
5,0.5484187602996826,0.38783866135637246,0.5217143495877584,0.36901237534631437,0.5229733188947042,0.3698983764700066,0.5161560773849487,0.3650288301587982,0.5862816770871481,0.414898568140137,0.5466019113858541,0.38655084133539863,0.5476195017496744,0.387275651141149,0.5458594560623169,0.38601687576058,0.5477579832077026,0.3873604859454234
6,0.8282058835029602,0.0012847281489008417,0.7934150099754333,0.0008584563979972505,0.7810073296229044,0.001412786304052864,0.7815410693486532,0.0015925294918794546,0.7886753678321838,0.0028788599971122735,0.8245130181312561,0.0028822577021106054,0.8245705763498942,0.002997680017673348,0.8236111998558044,0.0026763089389296077,0.8251897295316061,0.002839602150804643
7,0.5514407753944397,0.38992787012597313,0.5477395256360372,0.3873122217137507,0.5481612881024679,0.38761081400889474,0.5480003555615743,0.3874961580211462,0.5484272042910258,0.38779908626677084,0.5515812436739603,0.3900280472596555,0.5512231190999349,0.38977411176646654,0.5492359201113383,0.3883693396538099,0.5482847889264425,0.38770064737721965
8,0.5618529319763184,0.3972902544443884,0.559768557548523,0.3958390018282731,0.5604395469029745,0.396327089692894,0.5579978426297506,0.3945767673536505,0.5581595500310262,0.39472106448643857,0.5605751077334086,0.3963948598380119,0.559571901957194,0.39567959603135006,0.557308296362559,0.39407664480904214,0.5595542391141256,0.3956646132309877
9,0.2802697420120239,0.39636127027621265,0.27825015783309937,0.3935051469400234,0.2642170190811157,0.3736592917943047,0.27128899097442627,0.3836605703585458,0.25945409138997394,0.3669234948568897,0.27898768583933514,0.394548169049072,0.2709718147913615,0.38321201549879386,0.27112877368927,0.38343398890095126,0.2781604528427124,0.39337828492600563
10,0.5563119252522787,0.3933787566240747,0.5294119914372762,0.3744008192446855,0.5244883298873901,0.37089314638009874,0.5310338338216146,0.3755036860079949,0.5243966778119405,0.3708277495238712,0.54218057791392,0.3834111759456466,0.5483989516894022,0.38791424296036764,0.5530856649080912,0.39110270135536146,0.5524846911430359,0.3906797945975815
11,0.27656582991282147,0.3911231475516827,0.2766641577084859,0.3912622040538697,0.2780835032463074,0.3932694617631505,0.2681022485097249,0.37915383594517493,0.27587419748306274,0.3901450315893409,0.27673329909642536,0.39135998474241496,0.27699466546376544,0.3917296126038555,0.2765837510426839,0.3911484918565873,0.2760215401649475,0.3903534056083788
12,0.5588283141454061,0.39515133615141024,0.5541872382164001,0.39187313603182067,0.5125661889712015,0.3624425014461131,0.5194103519121805,0.36727865983624985,0.5271309415499369,0.37274308270923734,0.5575858553250631,0.3942759708731527,0.5411332448323568,0.38268678510019266,0.5355451703071594,0.37869130679257784,0.5356720288594564,0.37878114744846175
13,0.7911154627799988,0.018642439618299915,0.7867804169654846,0.013310228496030467,0.7984222571055094,0.011036896655357573,0.7905819217363993,0.012001954833667741,0.7980144421259562,0.010324896670762147,0.7916776140530905,0.019060744398415097,0.7936050494511923,0.018631077962061808,0.793221632639567,0.01997300914520575,0.7943568229675293,0.020214189617695076
14,0.2719990809758504,0.3846647892690654,0.2738163073857625,0.38723473550386567,0.274084210395813,0.3876136075740796,0.27365092436472577,0.38700084859252915,0.27353139718373615,0.3868318116321015,0.2730582555135091,0.3861626882651426,0.2720115582148234,0.38468243474964187,0.2728075583775838,0.38580814897546895,0.27331934372584027,0.38653192275599696
15,0.5498292446136475,0.3888365581337589,0.5258493820826212,0.371835200706694,0.5401394565900167,0.38202863698058237,0.5244806806246439,0.3708698309012154,0.5272712707519531,0.37283803599733545,0.5324239929517111,0.3764822147599351,0.5244842370351156,0.37086839695415175,0.5235687891642252,0.37022089308844974,0.5242955088615417,0.3707344616862582
16,0.549655536810557,0.3887201034059296,0.545994778474172,0.3861507933891363,0.5225327014923096,0.3695031150781357,0.5207177003224691,0.3682060069371856,0.5168403784434,0.3654787904467696,0.5479029417037964,0.3874712696876231,0.5465874473253886,0.386538309553676,0.5471840898195902,0.38695245629301184,0.5455142060915629,0.38576754141232916
17,0.5589677294095358,0.3952635997723667,0.5517167051633199,0.39015537359713864,0.5513156851132711,0.3898595858913117,0.5366644064585367,0.3794820840842824,0.5504583120346069,0.3892396590733481,0.5596439639727274,0.3957408541284792,0.5579026142756144,0.39451413984428646,0.5608271360397339,0.3965865598105092,0.547188937664032,0.3869211891968345
18,0.27528440952301025,0.3893109454573103,0.27192938327789307,0.3845662218393479,0.27280022700627643,0.38579778085073524,0.2729730010032654,0.3860421201805024,0.27287880579630536,0.3859089080413089,0.27533479531606037,0.38938220172919275,0.2693856954574585,0.3809689040252461,0.2613872289657593,0.3696573642344983,0.2599003513654073,0.3675546017664918
19,0.2805763880411784,0.3967949332494907,0.2763057351112366,0.3907553179557786,0.26899927854537964,0.3804224279874538,0.2770127058029175,0.39175512549615404,0.27744394540786743,0.3923649903941067,0.2827744483947754,0.39990346001246224,0.2792428334554036,0.3949090022681233,0.27853333950042725,0.39390562629457393,0.27810657024383545,0.39330208342389794
20,0.5575288534164429,0.3942495003208204,0.5309906601905823,0.3755227220207258,0.5264768004417419,0.37228288049862,0.5177768468856812,0.3661382426404654,0.5183745821317037,0.36656835308018515,0.5539021094640096,0.3916756329488144,0.5533108711242676,0.3912634294225157,0.5521755417188009,0.3904689502580617,0.5542698701222738,0.3919571643414212
21,0.5561287005742391,0.3932428923444683,0.5435663859049479,0.384563286195655,0.5422926942507426,0.3835935445161145,0.5558058420817057,0.39301597392914156,0.5181137323379517,0.36636173570909686,0.5566199620564779,0.3935897988955316,0.5553185939788818,0.3926711906528591,0.5555950999259949,0.39286705796629423,0.5557824571927389,0.39299959839935356
22,0.553350826104482,0.39128719396260453,0.5522427558898926,0.39049473210678115,0.5541053811709086,0.3918170645814881,0.5456773042678833,0.3858521452461842,0.5515013535817465,0.38997251488773255,0.552093505859375,0.3904193439328159,0.5508196155230204,0.3895062963535889,0.5520245830217997,0.3903604497376289,0.5518778959910074,0.39025836066927555
23,0.2738089958826701,0.3872243954770309,0.2693861126899719,0.38096949408112524,0.26699570814768475,0.37758895155786437,0.2642921010653178,0.37376547375465313,0.2676171064376831,0.37846774144721557,0.272227684656779,0.38498808369504295,0.27373262246449787,0.3871163871532471,0.2740720907847087,0.38759646785568513,0.273440142472585,0.3867027579819612
24,0.5560065309206644,0.3931950480468215,0.5527007778485616,0.3908501907870238,0.5507561564445496,0.38946008931101733,0.5505509177843729,0.3893113645057113,0.5455421805381775,0.3857576142337389,0.5544750293095907,0.3921117574793509,0.5550663669904073,0.3925267229044933,0.5510539611180624,0.3896783399920318,0.5534981489181519,0.3914309737133275
25,0.5577578147252401,0.3944022551189969,0.5572126110394796,0.3940094860182898,0.5575526754061381,0.3942516269727809,0.5569951136906942,0.3939020814216154,0.5408263405164083,0.3824221613944459,0.5573393106460571,0.39409892892376847,0.5551599264144897,0.39255839800695436,0.5561769803365072,0.3932770236213738,0.5538783669471741,0.3916514157988946
26,0.5548072854677836,0.3923080974826499,0.551399807135264,0.389898543700813,0.5494610468546549,0.388532038171078,0.5491488178571066,0.38831132882537417,0.5499433875083923,0.38887740669917414,0.5530987977981567,0.39110020003170753,0.5548748175303141,0.39235585535091244,0.5502114693323771,0.3890590199578213,0.5512197216351827,0.3897734267852771
27,0.2753610610961914,0.3894193471516803,0.274993360042572,0.3888993393347529,0.2745365897814433,0.3882533686365759,0.2738049825032552,0.3872187197014315,0.2743226885795593,0.38795086665586376,0.2754889726638794,0.3896002414254891,0.27573223908742267,0.389944272100934,0.27192558844884235,0.38456085514063754,0.2726008693377177,0.38551584653209636
28,0.8282472491264343,0.013389349478975271,0.8093503912289938,0.012294547471824305,0.8157002925872803,0.01589261219398047,0.7783792614936829,0.010125283494742766,0.7831837932268778,0.008628966616448337,0.8288348913192749,0.013406424029054414,0.7968825499216715,0.01069321745886094,0.8077277342478434,0.014641347099040148,0.8268456856409708,0.02156652969565981
29,0.5604935685793558,0.3963348123692357,0.558470884958903,0.3949275356888405,0.5530683596928915,0.3910813545993699,0.5490261713663737,0.3882202915130075,0.5528404116630554,0.39091813413548804,0.5597448547681173,0.39582597767692457,0.5597586035728455,0.3958267707485412,0.5570748249689738,0.39391145987836407,0.556783139705658,0.39370517362294205
30,0.5465895732243856,0.3864990225859027,0.5479212800661722,0.3874401863647747,0.5472232699394226,0.3869602204889602,0.5330339074134827,0.3769382462800685,0.5460458397865295,0.38611910359248003,0.5467691421508789,0.3866248626774683,0.546666145324707,0.3865513392041808,0.5454801122347513,0.38571290025025484,0.5452286799748739,0.38553490737501905
31,0.8311920166015625,0.001969546999359958,0.8299750487009684,0.0009817303537016126,0.8277710874875387,0.008498145277110585,0.8274338046709696,0.009013627675372528,0.8156182964642843,0.007644902587296897,0.8300960063934326,0.0017934656051971027,0.8305418491363525,0.0018441461759071214,0.8273497422536215,0.002779904493542444,0.8279446363449097,0.0021609842151782614
32,0.8290356000264486,0.007288467793281227,0.8295450409253439,0.009826351300141471,0.8285087545712789,0.010480854570563296,0.828770657380422,0.011738941763645431,0.8309955596923828,0.011975793829191297,0.8303197820981344,0.011142696980994137,0.8299989302953085,0.011065177172090582,0.8292783896128336,0.010491595048893703,0.8287374575932821,0.00862425727803684
33,0.27652494112650555,0.39106532207552575,0.27474727233250934,0.388551318757649,0.2651801109313965,0.37502130935078276,0.268344779809316,0.3794968269983566,0.26824915409088135,0.3793615918104346,0.2757538954416911,0.3899748988108519,0.27810996770858765,0.39330688816462817,0.2769552270571391,0.391673838274326,0.27862389882405597,0.39403369651824904
34,0.5537862579027811,0.391605190045321,0.5377326607704163,0.38028365700804473,0.5413136680920919,0.3828664822947906,0.5493310888608297,0.38851534480545197,0.5475245714187622,0.38719598284299916,0.5489637653032938,0.388201933517299,0.545305053393046,0.38559295357295953,0.5468095143636068,0.38665378928725774,0.5464547276496887,0.3864024609493121
35,0.5561847885449728,0.393351546807482,0.5536640286445618,0.3915468224011415,0.5524981419245402,0.3907159362050405,0.5461961627006531,0.38628051267357655,0.5519530574480692,0.3903259414513916,0.5546813607215881,0.39231304765703845,0.5549124280611674,0.39245688218068914,0.5522093176841736,0.39053420845001735,0.5528837243715922,0.39106122232850543
36,0.274971882502238,0.38886896550592603,0.27484965324401855,0.3886961072312334,0.2749246557553609,0.3888021767999858,0.2755598823229472,0.389700522827046,0.27400535345077515,0.38750208701291977,0.2751329739888509,0.38909678327107694,0.27488187948862713,0.38874168202342313,0.27461538712183636,0.38836480490403874,0.2747610807418823,0.388570846797459
37,0.5359587868054708,0.3790638008788479,0.5217185616493225,0.36894193577818984,0.5358514785766602,0.37890455852620425,0.5337667266527811,0.37743694307173214,0.5348483920097351,0.37819559176775386,0.5526721080144247,0.3908075293364924,0.5579679409662882,0.3945495225447763,0.5570372541745504,0.3938983811529615,0.557218591372172,0.3940268580474162
38,0.556786298751831,0.39371934899220107,0.5382373929023743,0.38066122900753047,0.5385711193084717,0.3808298594917545,0.537175178527832,0.37992620590641374,0.5438501040140787,0.38463546385948827,0.5541349252065023,0.39184410380646534,0.5528546770413717,0.39093667744543265,0.5527299443880717,0.39084797945829336,0.5526971419652303,0.39082116283490215
39,0.2644900679588318,0.3740454412203615,0.26057777802149457,0.3685126277310434,0.2632909417152405,0.37234962062367716,0.2649985154469808,0.3747644945538564,0.26492247978846234,0.37465696389435554,0.25666167338689166,0.36297441944511594,0.25897632042566937,0.366247824679462,0.2598143021265666,0.36743290976589127,0.25804024934768677,0.3649240202656338
40,0.27660703659057617,0.3911814225942238,0.2753772735595703,0.38944227503727025,0.26582107941309613,0.375927775670656,0.2632356683413188,0.37227145226863895,0.2629358371098836,0.3718474268747204,0.2772642970085144,0.39211092919128304,0.2781001925468445,0.3932930639983166,0.27820708354314166,0.3934442306949757,0.27838971217473346,0.39370250658265044
41,0.5484052101771036,0.38784946373703033,0.54850967725118,0.3879098890961622,0.547601044178009,0.38724005116020205,0.5200106501579285,0.367735972716803,0.5464498202006022,0.38641854871930276,0.5487867991129557,0.38811026330649623,0.5486608147621155,0.387998742899674,0.5489818851153055,0.38821934092649085,0.5479463934898376,0.38748699218481425
42,0.27391837040583294,0.38737907441106595,0.268324077129364,0.379467548987591,0.2674686710039775,0.37825782204373226,0.26665321985880536,0.3771045999747772,0.2676588296890259,0.37852674703513084,0.2609809438387553,0.3690827902976987,0.2660619417826335,0.376268406500321,0.26752374569574994,0.3783357094197804,0.261518657207489,0.3698432318364313
43,0.561002771059672,0.39687112644245676,0.5180972417195638,0.36635007418858834,0.5128964185714722,0.36267330830926797,0.5047279000282288,0.35692345984963675,0.5130428671836853,0.36277668778344163,0.5595930020014445,0.3958558939638825,0.5599161585172018,0.39608293907398173,0.5595070719718933,0.3958199323450165,0.5597561995188395,0.3959942618334011
44,0.5490971008936564,0.38842760532260745,0.5462916692097982,0.3864391592352144,0.5214874744415283,0.3688155371799653,0.5200031598409017,0.3677243217475903,0.520028551419576,0.36774324648015466,0.5471873879432678,0.3870680958637618,0.5473855137825012,0.38722749595248956,0.5473480224609375,0.3872053424664969,0.5466930270195007,0.3867600485195312
45,0.2787208557128906,0.39417081426540446,0.27868805329004925,0.3941244246341435,0.2677259047826131,0.37862160554217933,0.2671399513880412,0.3777929423046571,0.2654489278793335,0.375401473924351,0.27812602122624713,0.39332959126702605,0.2745958964029948,0.3883372408651126,0.2705757220586141,0.3826518557841851,0.27587560812632245,0.39014702654017036
46,0.545488178730011,0.38572453916991645,0.5446147322654724,0.3851082426703642,0.5455405910809835,0.38575547294879736,0.5466354886690775,0.38657872567394697,0.5216018756230673,0.368837193789225,0.5465858379999796,0.3864980561331637,0.544364353020986,0.38494687034109504,0.5456820130348206,0.38588329705685037,0.5438253283500671,0.3845815361012336
47,0.5597593983014425,0.39582750044334525,0.5560625394185384,0.39322323058950404,0.5544824798901876,0.392102688121159,0.5510591665903727,0.38966925291719046,0.555722713470459,0.39299048940500253,0.557808538277944,0.394459106159284,0.5558842023213705,0.39310746347177516,0.542755663394928,0.3838129226970744,0.5269579887390137,0.3726311488750821
48,0.5499084194501241,0.3888687208460866,0.5507843494415283,0.38949420522893274,0.5481961170832316,0.3876603319187421,0.5459151466687521,0.3860514900875941,0.5300695300102234,0.37482452914330633,0.5502259929974874,0.3890868500871358,0.5493524471918741,0.3884657129542246,0.5138723055521647,0.3633628408752464,0.5122299790382385,0.36221120447127564
49,0.5515287121136984,0.39001214900484815,0.5521767536799113,0.39046299597785394,0.5522480607032776,0.3905148100887488,0.5480902791023254,0.3875773295200365,0.5278770327568054,0.3732654397116107,0.5497436920801798,0.38874893657656534,0.5475471417109171,0.38721638046283646,0.5463069677352905,0.3863328626822357,0.546550472577413,0.3865081449334485
50,0.2744205594062805,0.3880892769063735,0.2727920413017273,0.3857862045163442,0.2727920413017273,0.3857862045163442,0.2683759927749634,0.379540968797697,0.26428085565567017,0.373749570343815,0.2740475535392761,0.38756176695041117,0.27374492088953656,0.38713377975273255,0.27192344268163043,0.38455782056754473,0.2662721077601115,0.3765656260760199
