id,Overall BERTScore F1
3,0.7669657468795776
4,0.7971110343933105
5,0.8006991147994995
6,0.7813063263893127
7,0.7752526998519897
8,0.7803521156311035
9,0.7909150123596191
10,0.8048356175422668
11,0.7996984720230103
12,0.8049365282058716
13,0.783730149269104
14,0.7961349487304688
15,0.7976265549659729
16,0.796180784702301
17,0.7853800654411316
18,0.7939321398735046
19,0.7824332118034363
20,0.777031421661377
21,0.7928389310836792
22,0.791692852973938
23,0.7906587719917297
24,0.845227837562561
25,0.8058789968490601
26,0.7673379182815552
27,0.7835984826087952
28,0.8009287714958191
29,0.7877383232116699
30,0.8011404275894165
31,0.7858057022094727
32,0.7997728586196899
33,0.7996175289154053
34,0.7825846076011658
35,0.7936387658119202
36,0.794312596321106
37,0.8025466799736023
38,0.7955150604248047
39,0.7433525323867798
40,0.8029543161392212
41,0.7953344583511353
42,0.7944072484970093
43,0.8016327023506165
44,0.7993524074554443
45,0.8086166977882385
46,0.7688844799995422
47,0.8012986779212952
48,0.8000335097312927
49,0.7813180685043335
50,0.7894493937492371
51,0.7821990251541138
52,0.8044940233230591
53,0.7950578927993774
54,0.7960336208343506
55,0.8055356740951538
56,0.8053654432296753
57,0.7725393176078796
58,0.8031606078147888
59,0.8034887313842773
60,0.7932396531105042
61,0.7917013168334961
62,0.8076343536376953
63,0.804724395275116
64,0.7870454788208008
65,0.7908291816711426
66,0.795650839805603
67,0.802225649356842
68,0.8086977601051331
69,0.7989560961723328
70,0.7892972230911255
71,0.8066112995147705
72,0.795098602771759
73,0.8078529834747314
74,0.7876613140106201
75,0.8006689548492432
76,0.7994604706764221
77,0.7941187620162964
78,0.8004939556121826
79,0.7985336184501648
80,0.7933761477470398
81,0.7899798154830933
82,0.7762142419815063
83,0.7932097911834717
84,0.7896015644073486
85,0.7827103137969971
86,0.7962045669555664
87,0.7841426134109497
88,0.7934476137161255
89,0.7908844947814941
90,0.8026686906814575
91,0.7950867414474487
92,0.7688194513320923
93,0.7717592120170593
94,0.7754684686660767
95,0.7654381990432739
96,0.8164740204811096
97,0.800994873046875
98,0.7973593473434448
99,0.787651002407074
100,0.7831571102142334
101,0.7970527410507202
102,0.7903444170951843
103,0.7788581252098083
104,0.7957766652107239
105,0.7745845913887024
106,0.8002501726150513
107,0.7904987335205078
108,0.7755876779556274
109,0.7890432476997375
110,0.7827476859092712
111,0.8132835030555725
112,0.796653151512146
113,0.7805690765380859
114,0.7801138758659363
115,0.8032594919204712
116,0.7907648682594299
117,0.7993096709251404
118,0.7967388033866882
119,0.7888349890708923
120,0.8003915548324585
121,0.796154260635376
122,0.7839903831481934
123,0.8072112202644348
124,0.7861476540565491
125,0.7950850129127502
126,0.7862703204154968
127,0.7858380675315857
128,0.8011350035667419
129,0.7743465304374695
130,0.7726522088050842
131,0.7647811770439148
132,0.7875577807426453
133,0.8007932901382446
134,0.8106161952018738
135,0.7973098158836365
136,0.7913129925727844
137,0.7914347648620605
138,0.782116711139679
139,0.8022037148475647
140,0.7921157479286194
141,0.8055015802383423
142,0.8041700720787048
143,0.7914368510246277
144,0.7847031950950623
145,0.8241637945175171
146,0.7819620370864868
147,0.8040165901184082
148,0.8041648268699646
149,0.7970532178878784
150,0.7664180397987366
151,0.7917178869247437
152,0.7850362658500671
153,0.7968195676803589
154,0.7828668355941772
155,0.8054119348526001
156,0.8006287813186646
157,0.7712559103965759
158,0.8103888630867004
159,0.7842756509780884
160,0.79782634973526
161,0.8032053709030151
162,0.8032359480857849
163,0.7888349294662476
164,0.8042221069335938
165,0.7878660559654236
166,0.8092086911201477
167,0.7982264757156372
168,0.8000370264053345
169,0.804192304611206
170,0.7947847247123718
171,0.7959322929382324
172,0.8046110272407532
173,0.8081263899803162
174,0.8016644716262817
175,0.7996197938919067
176,0.8013865351676941
177,0.8066502809524536
178,0.7888635993003845
179,0.8017925024032593
180,0.808113694190979
181,0.7774863243103027
182,0.7850562334060669
183,0.7866778373718262
184,0.7961734533309937
185,0.7847473621368408
186,0.7822117805480957
187,0.7707069516181946
188,0.804436981678009
189,0.77971351146698
190,0.8026068806648254
191,0.7821816802024841
192,0.7911975383758545
193,0.788745105266571
194,0.793649435043335
195,0.7859209179878235
196,0.8024106621742249
197,0.7996541261672974
198,0.7968844175338745
199,0.8044817447662354
200,0.7913171648979187
201,0.7671076655387878
202,0.8030449748039246
203,0.8032783269882202
204,0.7914249300956726
205,0.7813013195991516
206,0.7992109656333923
207,0.7869470715522766
208,0.7929915189743042
209,0.7846094369888306
210,0.7993377447128296
211,0.7906991839408875
212,0.7764227986335754
213,0.8012515306472778
214,0.7782002091407776
215,0.7985618114471436
216,0.8051099181175232
217,0.8043857216835022
218,0.793906033039093
219,0.7854434251785278
220,0.7971590757369995
221,0.7831695079803467
222,0.7967897057533264
223,0.7941476702690125
224,0.7822058796882629
225,0.7839563488960266
226,0.7839992046356201
227,0.7925475239753723
228,0.7824426889419556
229,0.7692791819572449
230,0.7673324942588806
231,0.7878351807594299
232,0.7971761226654053
233,0.7935084700584412
234,0.788978099822998
235,0.7676897644996643
236,0.7950929999351501
237,0.81376713514328
238,0.8026976585388184
239,0.8051899671554565
240,0.7728660702705383
241,0.7946814298629761
242,0.794822096824646
243,0.7984411716461182
244,0.7981481552124023
245,0.808452844619751
246,0.7726414203643799
247,0.8071041107177734
248,0.8062202334403992
249,0.800612211227417
250,0.7944339513778687
251,0.7942603826522827
252,0.7543666362762451
253,0.8002763986587524
254,0.7936644554138184
255,0.798078715801239
256,0.7828406095504761
257,0.8098617196083069
258,0.7919495701789856
259,0.7791498303413391
260,0.7783933877944946
261,0.7924271821975708
262,0.7782819867134094
263,0.8182875514030457
264,0.7953069806098938
265,0.7900466322898865
266,0.8027058243751526
267,0.7877224087715149
268,0.7729727029800415
269,0.8001503348350525
270,0.8019099235534668
271,0.7728348970413208
272,0.7772930860519409
273,0.7964914441108704
274,0.8098108172416687
275,0.8024365305900574
276,0.7933006882667542
277,0.7780969738960266
278,0.7984949946403503
279,0.7948893904685974
280,0.7985034584999084
281,0.7808749079704285
282,0.7818499803543091
283,0.8129887580871582
284,0.7840364575386047
285,0.789976954460144
286,0.7994351387023926
287,0.7852811813354492
288,0.7942695617675781
289,0.7930738925933838
290,0.7792904376983643
291,0.7917351722717285
292,0.8038663268089294
293,0.7850008606910706
294,0.7740250825881958
295,0.7994413375854492
296,0.7994405627250671
297,0.7882323861122131
298,0.7951355576515198
299,0.7781857848167419
300,0.798289954662323
301,0.7951967120170593
302,0.7996695637702942
303,0.7898558974266052
304,0.7757513523101807
305,0.7734133005142212
306,0.7844569087028503
307,0.7891851663589478
308,0.7866019010543823
309,0.7955039739608765
310,0.7928670644760132
311,0.7895013689994812
312,0.7767511010169983
313,0.7942885756492615
314,0.8053964972496033
315,0.7848696112632751
316,0.7896760106086731
317,0.7912272810935974
318,0.7783017158508301
319,0.7854118347167969
320,0.7746853828430176
321,0.7849900722503662
322,0.7834434509277344
323,0.7866434454917908
324,0.799042820930481
325,0.7867372632026672
326,0.7851123213768005
327,0.7747882604598999
328,0.7862112522125244
329,0.7797970175743103
330,0.7932945489883423
331,0.8012093901634216
332,0.7970624566078186
333,0.7965472936630249
334,0.792377233505249
335,0.7762435674667358
336,0.7942105531692505
337,0.7837636470794678
338,0.8055804967880249
339,0.7806817293167114
340,0.8057929873466492
341,0.7759445309638977
342,0.7877978682518005
343,0.7929006814956665
344,0.7974737286567688
345,0.7691524624824524
346,0.8028473854064941
347,0.7982757687568665
348,0.7909135818481445
349,0.7838810086250305
350,0.811726450920105
351,0.7937642931938171
352,0.8029984831809998
353,0.7910876870155334
354,0.793578565120697
355,0.7829334735870361
356,0.8005679845809937
357,0.7930768132209778
358,0.790420413017273
359,0.7823272347450256
360,0.8054594993591309
361,0.8533257246017456
362,0.7806663513183594
363,0.7948221564292908
364,0.7951422333717346
365,0.7977772355079651
366,0.7750619649887085
367,0.8009006977081299
368,0.8073858618736267
369,0.7857921719551086
370,0.800859272480011
371,0.7634363174438477
372,0.7875122427940369
373,0.7870364189147949
374,0.7763962745666504
